Unnamed: 0,label,texts
2613,0,"wow, nikon or canon?"
2614,0,fancy
2615,0,haha the swedish also make good food too
2616,0,swedish meatballs
2617,1,well how else do they get them all the way from sweden?
2618,0,"there aren't many swedish restaurants, at least in my end of town"
2619,1,well those sly bastards
2620,1,there's always the ikea cookbook if all else fails
2621,1,"thanks, are you named after a hipster essential nutrient?"
2622,0,okay the history of kale
2623,1,lol so your name sake is a plant?
2624,0,i'm just curious
2625,0,"it's a fine name, but it could be something else, like a distant relative's name"
2626,0,cool
2627,0,haha nice ahead of the curve by like 20 years
2628,0,it's a nickname from school
2629,0,shellfish
2630,0,curious did you have a red hat?
2631,0,haha everyone forgets to sunscreen at the snow
2632,0,snow gogglezz
2633,0,"i'm kind of pale, i burn pretty easily"
2634,0,"i once burnt my ears on school camp, man that was a nightmare"
2635,0,"wow, haven't heard that one before"
2636,0,"no, i think the year 7s still go every year...kind of a long running tradition apparently"
2637,0,most likely
2638,0,?
2639,1,"what on earth? my dog's not really the wrestling type, she's a golden retriever"
2640,0,dogs don't live that long
2641,0,lol well i'm not particularly fond of the institution of marriage in the first place
2642,0,"i don't think you'll get to wrestle my dog, she's not very good at playing games"
2643,0,haha
2644,0,why's the vacuum cleaner called henry
2645,0,well you shouldn't have sat on it
2646,0,and it speaks binary
2647,0,i don't think so he looks straight
2648,0,thanks i'll speak to henry later
2649,1,well why don't you speak to him yourself
2650,1,i wouldn't try and compete with a vacuum cleaner
2651,0,the best VW is the kombi or the beetle
2652,0,wow
2653,0,nice trench
2654,0,thank you for the very kind offer i'll have to decline because i don't think that's possible
2655,0,i'm pretty certain i'm an anatomy student
2656,0,also i'm not keen on being cannabalised
2657,1,there wasn't a pun anywhere up there 😸
2658,1,😺
2659,0,cat emoji r so good
2660,0,r u into anything else other than cats? or is that it
2661,0,wrong answer
2662,0,"lol no, i'm a dog person"
2663,0,lol no i'm not stupid i know what you're getting at
2664,0,you're being pretty bloody obvious
2665,1,haha how demented do you think i am... little offended honestly
2666,0,why thank you -.-
2667,1,i'm just playing haha
2668,0,your name's spelt funny
2669,0,pierogis
2670,0,"yep, i go to a joint near my place all the time to get my fix"
2671,0,"what are you doing in melbourne,"
2672,0,*?
2673,0,"yep, i'm a science student, health sciences and bullshit"
2674,0,a thesis? what kind?
2675,0,"i didn't know melbourne had anything horribly exciting for research, unless it's coffee"
2676,1,http://australianmuseum.net.au/Drop-Bear hey if you're a tourist i suggest you avoid dropbears
2677,0,"mmm not bad, the novelty of uni hols are wearing off"
2678,0,r you at uni as well then?
2679,0,*r u
2680,0,"melbourne, science kid"
2681,0,"melbourne's good, haha i've never been to any other unis tho, 
3rd year"
2682,0,"yup, i'm planning on postgrad tho"
2683,1,haha what are you doing at uni then?
2684,0,"nice cat, i hate to disappoint but i'm not jlaw"
2685,0,"nah i have a dog, a great big golden retriever"
2686,0,i've always wanted a garfield to piss off my dog
2687,0,haha yes dogs can be such cowards
2688,1,it's great much better than drinking the stuff
2689,1,it's far too early 🌞
2690,0,"not much, wbu?"
2691,0,mondays r brutal
2692,0,"idk, honestly i've just been seeing what the bloody hell this app is about"
2693,0,"i read about it in rolling stone, you ser"
2694,0,*see
2695,0,wbu?
2696,0,also nice walking stick
2697,0,isn't it a little early in the week haha
2698,0,well not for students but people who work...
2699,0,"haha i know, i thought people who work left drinking and shit till thursday and friday"
2700,1,what r u on this godforsaken app for? :)
2701,0,👍
2702,0,uh maybe but y'know stranger danger
2703,0,haha i know
2704,0,i'm busy tonight but i'll ttyl
2705,0,psych sub-specialty?
2706,0,that was a question...
2707,0,is the best
2708,0,favourite record?
2709,1,"well if it's your favourite record, why on earth wouldn't you own it...!"
2710,0,unless it's exceptionally rare
2711,0,it's good
2712,0,what genre is it
2713,0,mine are mostly indie rock and some indiepop
2714,0,i like the cartoon
2715,0,is that obelisk in washington?
2716,1,"poor thing, it's probably the acid rain"
2717,1,are you american? your photos have a 'murican theme
2718,0,but altoids
2719,1,dear god no kangaroos are vicious
2720,1,wallabies are cute tho
2721,0,disembowlment
2722,0,"koalas are cool, but those claws"
2723,0,"well, i was bitten by a kangaroo once"
2724,0,and a friend of mine had the weirdest legends about kangaroos
2725,0,i went to dreamworld as a kid and the koalas were kind of clawed
2726,1,"fingers, just a nibble"
2727,0,"i was feeding it, to be fair to skippy"
2728,0,you've had wonderful experiences with the wildlife then?
2729,1,they're pretty cool...at a distance 🙊
2730,0,i like wombats
2731,0,haha they're not that rotund
2732,0,more like furry footballs on legs
2733,1,omg yes they lay eggs
2734,1,you look like a hipster
2735,0,"i'm good, hru?"
2736,0,um i'm on uni holidays so these days i mostly waste time
2737,1,"binging on tv series, messing around on my uke and such"
2738,0,yeah impulse buy in year 12
2739,1,it's so cute and i like the nylon strings
2740,0,i've played a whole heap of instruments but i completely suck at them all except the uke
2741,1,well it took long enough lol
2742,0,what about you?
2743,0,"nice, what kind of guitar?"
2744,1,"cool, what's your band's name"
2745,0,have you guys put anything out yet
2746,0,"nice, hope it goes well"
2747,0,"what kind of sound are you doing? favourite bands,"
2748,0,*?
2749,0,"beck is good, such a strange one"
2750,0,so is his songbook
2751,0,i heard jack white was on it
2752,1,lazaretto is a masterpiece
2753,0,took a while to get my hands on the wax record 💽
2754,0,jack black?
2755,0,"yep, how'd you guess"
2756,0,more like a good guess
2757,1,arts student?
2758,1,"i'm in science, we like to laugh at arts kids"
2759,1,😜
2760,0,"haha, really? i'm hoping to go to med school, so maybe there is hooe for me after all"
2761,0,3rd this year
2762,0,nice gown
2763,0,"and really, why are unimelb students so arrogant?"
2764,0,"haha, sounds like a solid gig"
2765,0,yeah
2766,1,"well you wouldn't believe the arrogance of the ivy leagues, our little group of 8 is a pawn"
2767,1,have you seen the kangaroo at unistore?
2768,0,it's wearing the same outfit as your photo
2769,0,"i used to, went to newman for a semester"
2770,0,"yep, but it's pretty good anyway"
2771,0,"i moved back home, in fitzroy now"
2772,0,"volunteering with vcess, hanging about, wbu?"
2773,0,it's a vce summer school for disadv. kids
2774,0,i'm teaching psych 1+2
2775,0,"not really charity work, we're paid in sausage sizzles"
2776,0,2 weeks or so i think
2777,0,"other than getting people through graduation, what are you up to?"
2778,0,"nice, are you graduating or something?"
2779,0,yeah mom's an expat
2780,0,is that one of those things where you pay money to be slave labour?
2781,0,"a long time ago, she's the anti-asian mom and it weirds my friends out"
2782,0,"after, i think"
2783,0,haha it's not sensitive i just don't really no
2784,0,"she moved for work, ended up on a project that required some relocation to canada i think"
2785,0,then australia 🌍
2786,0,"*know, dear god how did i manage that typo"
2787,0,ttyl
2788,0,misuse of puppies.
2789,1,apparently everyone in the tinderverse likes sport...
2790,0,i like my elliptical but i have had too many traumatic experiences in PE
2791,0,had a girl in my class who had a really wicked throw in that game where you throw balls at people
2792,0,kind of but it goes by a different name
2793,0,and you don't stand in a straight line
2794,0,haha yep it's pretty good normally
2795,0,girl back in school. really hard throw and really good aim.
2796,1,do you miss heart attack inducing american food?
2797,0,haha i have a friend who went to america for uni and it took A LOT of coaxing to convince him to eat a corn dog
2798,1,YES
2799,0,but they're called dagwood dogs or pluto pups
2800,0,what are you doing in melbourne?
2801,1,"nice, couldn't find slave labour at home?"
2802,0,haha isn't that what interning is?
2803,0,a buddy of mine is interning for world bank and ended up conference calling the lebanese over christmas
2804,0,a little slave-ish
2805,1,nice dog
2806,1,taco truck is the best
2807,1,nice dog
2808,1,is it a golden retriever? mine's name is honey
2809,0,is it? i was lobbying for biscuit but i lost
2810,0,"uni student, i like doges and vinyl"
2811,0,wbu?
2812,0,"i'm doing science at melbourne, i used to skate a little but now i've just got a penny for uni"
2813,0,"haha yes when i was at college everyone had one, psych nice"
2814,0,"i ride it to uni, otherwise it's a massive pain walking"
2815,0,"new vinyls, my turntable's new and i don't have the patience to clean the old ones"
2816,0,"um indie rock mostly, the national and such"
2817,0,i'm listening to a lot of vance joy and karen o right now
2818,0,what do you listen to?
2819,0,post hardcore? haven't heard of that one
2820,0,so many new genres
2821,0,have you heard of symphonic metal? a friend of mine likes it...
2822,0,omg haha i've heard of that
2823,0,apparently there's a psy-mario mix?
2824,0,starting 3rd this year
2825,0,"yeah, it's hard though"
2826,0,i'm trying to get into med school
2827,0,"no clue, maybe a surgical specialty"
2828,0,haha not really i am terrible at wii
2829,0,i used to be a nintendo fiend on a ds
2830,0,are you into strange violent video games
2831,0,haha have you heard of counter strike?
2832,0,a friend of mine plays the game to shoot CHICKENS
2833,0,ah do you play it then?
2834,0,"i've seen a goat mod on another game, that was rather good"
2835,0,how do you feel about symphonic metal
2836,0,"i don't listen to symphonic metal, it's kind of the only metal i know"
2837,0,"indie rock mostly, but i'll listen to pop as well if it's not terrible"
2838,0,"haha no, what about the national?"
2839,0,bloodbuzz ohio
2840,0,sure
2841,0,and? are you going to finish the joke?
2842,0,"i don't do law, obviously, but damn it i just got it"
2843,0,where are you doing law? monash?
2844,1,"nice, usually only law students make bad law jokes lol"
2845,0,i'm doing science at melbourne
2846,1,😹
2847,1,but which faculty is the best for bad jokes?
2848,0,what is that bear? does it have ears
2849,1,"from a certain angle, it looks a little like a llama"
2850,0,well he took a bad selfie that didn't get his ears in the shot...
2851,0,"nah, he doesn't look so little"
2852,0,looks a little worse for wear
2853,0,hola
2854,0,don't call me darling s'il vous plait
2855,0,goats or dogs
2856,0,oh wow i know someone who's exactly like that
2857,0,we make a lot of jokes about this guy's love for goats
2858,0,"he's into goats, as legend would have it"
2859,0,did you know there's goat porn on the internet?
2860,0,#2 on top ten things i didn't want to know
2861,1,austrian porn
2862,0,"jesus i don't know, anything but bestiality"
2863,0,you wouldn't know a guy called jeremy pattison would you?
2864,0,tall? i don't know about that
2865,0,"he used to have a dp exactly like yours, a selfie with a goat at the royal show"
2866,0,"nah, he's not blonde"
2867,0,um dude your dp shows a blonde kid
2868,0,nice to meet you mr goat
2869,0,i probably petted you when i was at the show
2870,0,i got michellefish back in year 9
2871,0,"raw deal, in french class"
2872,0,so is being called mr goat
2873,0,rolling stones?
2874,0,in the interests of full disclosure i cannot catch a frisbee
2875,0,yo
2876,0,"alright, i'm riding out the heatwave"
2877,0,cool change coming thank god
2878,0,greetings
2879,0,which gig is that photo at
2880,0,right
2881,0,"i don't watch reality tv, no clue"
2882,0,what kind of air guitars?
2883,0,i have an epiphone
2884,0,but favourite?
2885,1,surely you must have a favourite *air guitar*
0,1,oh yeah...
1,1,Aaargh... Mhmmmm
2,0,Well we matched on Harry lol what’s ur fav song
3,1,Hey ;)
4,0,"Exactly! I think if I were to do college again I’d try some more creative stuff tho, some of the work I see Some people do is so cool"
5,1,Only if you want me to be.
6,1,"nice, usually only law students make bad law jokes lol"
7,1, are you available to hang out later
8,0,i'm sticking around uni for a while 😸
9,1,Looks like it’s laundry day huh? :p
10,0,interesting choice
11,0,are you studying politics or something
12,1,nice crown
13,1,Okay
14,0,I think the deposit was lost when Stian rode a penny board into the wall LOL
15,1,<pussy moistening>
16,1,and then i would slowly speed it up
17,0,That’s what I’m drinking tonight
18,1,And cuddle me after all this rough lovings.
19,0,"yep, but it's pretty good anyway"
20,0,Such a mood
21,0,i've played a whole heap of instruments but i completely suck at them all except the uke
22,0,Bet but it’s only fair that I get to use your shoulders sometimes too
23,0,Autocorrect
24,1,"The best picnic ever ofc. Wine, grapes, and the best charcuterie plate u could ask for"
25,1,Is it a dealbreaker that I cant whistle
26,0,obesity
27,1,I’m curious what was your favorite part of yesterday?
28,0,so you're from brisbane?
29,1,Me: Yeah I’m not actually going to San Diego LOL
30,1,If you have to get lube or use your spit and get yourself wet down there
31,1,Natalie Natalie Natalie
32,1,I could just tell you liked to dress up and ride ponies. Am I good or what
33,1,Hmm my guess is 4’11 with 6’11 energy
34,0,The David Dobrik one?
35,0,he looks pretty cosy in his scarf
36,1,Gimme your number for ease?
37,0,are you drunk or something?
38,1,It’s alright we can just practice then
39,0,have you heard of symphonic metal? a friend of mine likes it...
40,0,i heard jack white was on it
41,0,i have to be really careful now because i talked about siberia and she thought that was a country
42,0,haha yeah he's made so many cool records
43,1, your eyes are like shining stars i could get lost in them forever 
44,0,wbu?
45,1,Your such a turn on;)
46,0,hence the ai thing
47,1,Or when you're bent over my bed
48,1,What’s your best pickup line
49,1,"cool, what's your band's name"
50,1,"haha he's killer
it's not actual croquet altho we did watch a few rounds, it's more of a festival with food trucks and some croquet lawns"
51,1,"T-shirt and jeans, bare feet, red pedicure."
52,0,Who should we kill
53,0,Hey we have a lot in common
54,0,idk
55,1,❤️❤️❤️
56,1,I wish I could take you with me to paradise.
57,1,your last photo is very enlightening
58,1,"Turn over, Ima eat your ass."
59,1,Let’s go halves on a baby
60,1,I wish I could work alongside you and take breaks to steal kisses when no one is looking.
61,1,Can you imagine my hands gliding across your skin?
62,0,or a dipshit
63,1,I want to fill you up and make you scream ;)
64,1,Great.. ;)
65,1," I would feel much better if I could spend some time with you, and see that beautiful smile of yours    "
66,0,I usually watch the american one but I've been getting into the international recently. Show got killed a little bit for me when I learned it was fake though
67,0,?*
68,1,Hey 😉
69,0,nah volunteering
70,0,nah i'm doing a science degree
71,0,It just gets so tiring 😞
72,1,I could use a pick-me-up from a gorgeous someone like you.
73,1,Well hmu with ur snap and one day it’ll work out
74,0,do you live in st kilda?
75,0,Even if we can’t do it all 2 4 lokos and Chuck E. Cheese sounds like a win to me
76,1,Hey.
77,0,"in storage i think, but it exists"
78,1,I started eating you out very gently
79,0,data projectors live to spite humans
80,0,so not fair! which uni do you go to?
81,0,"gambling is such a downward spiral, it's a mental illness"
82,0,you like maths then
83,0,"i went through all of that after year 12 as well, except with umat"
84,1,San Diego? Hmm
85,0,Witch
86,1,You can move the panties to the side
87,0,"yep that was when she was younger, she's fatter and more demented now"
88,1,well it took long enough lol
89,1,I see that UW dorm bed lol which dorm did u stay in?
90,0,I aspire to break into the industry some day
91,0,Haha no she hasn’t made one yet either
92,1,cool pineapple 🍍
93,1,How u feel baby girl;)
94,1,Ah it's great. I want fuck your mouth for a bit ;) As you look into my eyes.
95,1,Bought to start spin class… Ttyl :*
96,0,fuck that's a lot of red wine
97,1,Ramming my cunt with this candle like a sex freak
98,0,"the ptero/pegasus line is odd, FYI"
99,1,I would love to fuck you with your toys
100,1,favourite thing from maccas?
101,1,Maybe just a little 🙂
102,0,Marvins room hrs
103,0,I suck at smash but what makes you think you stand a chance at jeopardy
104,0,"Okay! What's your field? Could it be toxicology. I hope not 🥲💩. 

I'm working full time. No concrete plans to go back to school for a while. Working at a Service Desk for an insurance company"
105,1,Ok now your turn
106,0,why are you advertising a tattoo parlour?
107,0,*sturt
108,1,Let’s make a movie
109,0,"there aren't many swedish restaurants, at least in my end of town"
110,0,haha yep
111,0,Pretty boring
112,1,"Ilana, I understand it can be I intimidating to talk to someone as attractive as myself but I am not sure how we can figure out if we are soilmates if we dont speak."
113,1,mhmm?
114,0,Sorry to disappoint
115,1,is that an italian greyhound?
116,0,"nah, i'm on uni holidays"
117,0,cae?
118,1,I'm going to hold your hands down and peel your pussy lips apart so I can lick your clit and stick my tongue inside you. Then when you are dripping wet I'm going to push my hard dick into your tight pussy as deep as I can.
119,0,ha yeah they are
120,1,I plunge my tongue in your wet hole. Ahhh it's so beautiful.
121,0,One day
122,0,"biology, life sciences"
123,0,weimaraner
124,1," I wish I could share a sweet treat with you, like a box of chocolates or a chocolate cake    "
125,0,How has your week been?
126,0,um i haven't quite decided...maybe pathology or anatomy
127,1,You have the most snatched waist I’ve ever seen
128,1,i had some meatmother and mr claws and a tin of ice cream too 😸🍦
129,0,ahh right
130,1,"My cock gets so hard when i think about fucking you, kissing your neck and pulling your nipples hard."
131,0,thanks
132,0,"probably, i have no idea what i want/am looking for"
133,1,He:So come sit on my face
134,1,I want to go all night
135,0,hercules had a pegasus
136,1,Lol.. spin class
137,1,Me: You want to see my dick don’t you. You want to taste it
138,0,ruyton
139,0,yeah mom's an expat
140,0,i meant in the photo
141,0,we make a lot of jokes about this guy's love for goats
142,0,You have any plans for thanksgiving?
143,1,"Bending you over the kitchen island and fucking you from behind, that's the best position"
144,1,"why thank you, what do you listen to?"
145,0,"didn't know they were that old, will have a listen 🎧"
146,0,I was kidding about the floss we can do something normal
147,1,Good girl. Now take your middle finger and ease it between your pussy lips.
148,1,Wowwwww so I’m not your favorite 😞
149,1,"I wish I could stay up all night talking to you, but I have to be responsible and get some rest for work."
150,0,*r u
151,1,Nope belligerent after xs lol
152,0,It’s alright your insta bio will look 🔥🔥
153,0,Hey how’s it going haha what’s the coolest thing you’ve done in quarantine so far
154,1,is it a golden retriever? mine's name is honey
155,0,we had to remember the periodic table up to 36 in 1st year chem
156,1,Sounds perfect to me:) what're you doing tomorrow?
157,0,right
158,1,"I'll make you shake, that's such a turn on for me"
159,0,"i don't judge spelling haha, grammar's another story"
160,1,Let’s get married for tax purposes
161,0,haha i'm 3rd this year
162,0,chicken nuggets + the little cheeseburger
163,1,😺
164,0,okay well not exactly
165,1,Are we about to kiss right now 😳
166,1,Yeah;)
167,1,Your hands are rough (giggles) and strong and manly.
168,0,"i read about it in rolling stone, you ser"
169,0,they exist in melbourne?
170,1,Can I have a sprinkle of your magic seasoning?
171,0,"it's a fine name, but it could be something else, like a distant relative's name"
172,0,Phew thought it might be a deal breaker
173,1,"How’s my pussy, baby?"
174,0,wow that's good
175,1,Tell me how baby
176,1,"yep, she saw one in the dentist's office and thought it was cool"
177,1,U close to cumming?
178,1,well alcohol is expensive... haha EDM? i'm more indie rock/pop but that's not really for dancing
179,0,epiphone?
180,1,I already showed you my chest. 😉
181,0,it says on your bio
182,1,Mhmmm ;) and then I'm going to turn you over and put my hard cock deep inside you ;)
183,0,How much did u make on the textbooks?
184,0,not just then! see the thing about the clump of dog hair
185,0,The secret is a full stick of butter
186,1,"nice, couldn't find slave labour at home?"
187,0,"they drive on the other side, right?"
188,1,I would rather spend my time getting to know you and exploring our shared interests.
189,1,U tryna link?
190,1,Could you please....
191,1,Currently looking more for friends with sexual tension hahaha
192,1,How was spin class boo. I can’t imagine that you’re even more sexy now
193,0,Yeah! Next winter I’ll be all done sadly
194,0,vce summer school mostly for disadvantaged students
195,1,Melanie you are absolutely killing it with the hats
196,0,vomit
197,0,Brownies are my love language
198,1,I'm hoping you can teach me how to spice things up in the kitchen.
199,0,and why is it so stressful?
200,1,Ah then no I have not tasted tiddy milk 😂
201,1,I wish I could take you to the movies with me and introduce you to my family.
202,1,You can borrow my stilts anytime 🤝
203,0,"3 years, i finish at the end of this year 🎉"
204,0,"why, are you planning on acquiring an exotic pet?"
205,1,"or as we sometimes call it, brisvegas :P"
206,0,No worries I usually have them off too so I spend less time on this app hahaha
207,0,why are you called postman?
208,0,oatmeal is like 80 cents a pound
209,1,Man I'm gonna have some fun with you
210,0,How is your life going right now 1-10 hit me with it
211,1,Lube up.
212,1,I want to lay you down on the bed and take your panties off with my teeth inch by inch
213,0,what do you do that requires so much time spent out of phone reception?
214,0,like it? i don't have an opinion on lederhosen either way i was just asking if that is what the costume is
215,0,Point is we should go on a date so I can teach you how to floss
216,1,That's my girl
217,1,what r u on this godforsaken app for? :)
218,1,"🙈 haha long time, whatchu been up to"
219,0,a dart? isn't that like a cigarette
220,0,how does the beer can tower work?
221,1,<heart pounding>
222,1,have you seen the kangaroo at unistore?
223,0,I’ll keep you updated on the great memories we make LMao
224,1,Soilmates?
225,1,Til you scream and slap the mattress with pleasure
226,0,Well it looks like I'm going to have to cook you some spaghetti
227,0,she doesn't really like it
228,0,is that charles sturr
229,1,Meet outside alder in 10?
230,1,And I'll kiss your neck and and slowly go in and out of you ;)
231,0,i changed it but tinder's slow to update
232,0,God that sounds gross 🤮
233,1,Until I kiss your body everywhere and spend some time caressing your breasts and neck
234,0,A bit wbu
235,1,surely you must have a favourite *air guitar*
236,0,you didn't like monash?
237,0,"new york, the empire state"
238,0,"I’ve been watching some movies! I just watched Love, Simon and 13th this past weekend"
239,0,then australia 🌍
240,0,just then
241,1,"Its settled, I would like to ask for your hand in marriage"
242,1,dear god i hate selfies but my hair was cooperating today and i felt obliged to document it
243,0,well i suppose if it's a place dedicated to smoking it's not so bad
244,1,then i want to kiss all the way down the inside of your thighs
245,1,do you feel like hanging out later
246,0,i know cats need it
247,0,I must come clean the stilts are more of a wish than a reality 😞 a man can dream
248,1,Please fuck me really hard
249,1,Lol funny huh?
250,1,Let’s swap playlists and make guesses about each other’s personalities
251,0,but those popping candy frozen thingos 😻
252,0,Those are soooo good Falling is a favorite of mine but also Meet me in the hallway and sign of the times
253,0,they make lactose free milk
254,0,No crazy pick up line sorry :(
255,0,Do you get a cut of the profits?
256,0,I hate these gifs
257,0,it's good fun we've been bribing the small children with candy
258,1,Repeatedly
259,1,Then you share something in common 🤪
260,1,I lean forward as I fuck you and slowly kiss u again. You have me. I have no control..
261,1,I'm going to rub my pussy thinking about you
262,1,your smile is so contagious it makes my day brighter 
263,0,Is the dodgeball you are referring to the movie or the game
264,0,Are bars considered essential businesses
265,0,Okay cool
266,1,Nothing can separate us
267,1,I wanna hold you up against the shower wall and kiss you all over your body
268,0,What are u studying?
269,1,I can't wait to work up a sweat at the gym and then come home to you for some post-workout fun.
270,1,Why are the good ones always 5000 miles away?
271,1,"I’m probably going to hurt you with my cock a little bit when I see you. Just a little, don’t worry we can still be friends afterwards. But yeah, I’m going to be a bit rude with your lil body"
272,0,i'm going to assume it's the thing about smoking alcohol
273,1,Good I would hope so
274,0,People told me to watch the office and then all of the sudden two weeks have gone by and I've done nothing else
275,0,but doges are the best
276,0,Going good! Wbu?
277,1,That's what I want
278,0,learn something knew everyday
279,1,do you miss heart attack inducing american food?
280,1,Oh yum I wanna ride that shit until your toes curl 😉
281,0,Yeah that's absurd. I guess they can get away with it cause the area is so expensive.
282,0,"Slept pretty okay myself. Jogged on the treadmill yesterday so that's probably why. 

How did you sleep? 👴😁"
283,1,Whattt I’m super jealous I became a fan too late 😞
284,1,What’s up pumpkin. I’m headed out to watch the game come meet up. I was sexy boy outside of xs the other night I should have just stolen you that night!
285,0,Who do u wanna choose?
286,1,Should I pull on my nipples?
287,1,"The mere thought of you is giving me a headache, but in the best way possible."
288,1,Ok babe cum. My cock is pumping like crazy into u.. You are just in heaven waiting for your Pussy to release.. It's building up..Cum on baby cum for me.. Finger your Pussy hole.. Give me your cum all over my face ;)
289,0,"uni, wbu?"
290,0,I hope you have a lot of airline miles
291,1,I think you have a magical power to heal me with your smile.
292,0,I see u I respect that
293,1,You're pulling my hair back so that my back arches just a bit so you can hit closer to my gspot when you're inside of me
294,0,you had a moment thingo?
295,0,croquet
296,1,You guessed the next line 😤 the Y is silent
297,1,"I may not have everything figured out yet, but I do know that I want you in my life."
298,1,Oops that was for Julie sorry
299,1,I have to do it in September lol
300,0,if you're 3rd year i should probably congratulate you for not dropping out
301,0,Thankfully I have a beautifully shaped head so I look forward to those days
302,0,how are you?
303,1,Hm I’ll see if I can find a picture
304,0,"hahaha, i do science"
305,1,Me: You already have some in your phone I’m sure
306,1, I wish I could introduce you to my mom and show her how amazing you are    
307,1,"Hey Sammy, you have a great smile!"
308,1,Grab your titties.
309,0,we have dark floors so there's always clumps of fur everywhere
310,0,are you into strange violent video games
311,0,specimen's i've seen are mostly 20 year old varieties
312,0,near swinburne? i think i know the one
313,1,Before we go on a date I have to know what the cardboard box looks like
314,0,I know what u mean
315,1,I was using my wand thinking about you fingering me with my plug in holding my wand to my Clit slowly pressing and easing off massaging me with the wand my hands tied above me so I was helpless to you as you made me squirt and cum and splash till you were satisfied
316,1,Feeling strong 7 vibes today but 3 is my normal
317,0,and a friend of mine had the weirdest legends about kangaroos
0,1,oh yeah...
1,1,Aaargh... Mhmmmm
2,0,Well we matched on Harry lol what’s ur fav song
3,1,Hey ;)
4,0,"Exactly! I think if I were to do college again I’d try some more creative stuff tho, some of the work I see Some people do is so cool"
5,1,Only if you want me to be.
6,1,"nice, usually only law students make bad law jokes lol"
7,1, are you available to hang out later
8,0,i'm sticking around uni for a while 😸
9,1,Looks like it’s laundry day huh? :p
10,0,interesting choice
11,0,are you studying politics or something
12,1,nice crown
13,1,Okay
14,0,I think the deposit was lost when Stian rode a penny board into the wall LOL
15,1,<pussy moistening>
16,1,and then i would slowly speed it up
17,0,That’s what I’m drinking tonight
18,1,And cuddle me after all this rough lovings.
19,0,"yep, but it's pretty good anyway"
20,0,Such a mood
21,0,i've played a whole heap of instruments but i completely suck at them all except the uke
22,0,Bet but it’s only fair that I get to use your shoulders sometimes too
23,0,Autocorrect
24,1,"The best picnic ever ofc. Wine, grapes, and the best charcuterie plate u could ask for"
25,1,Is it a dealbreaker that I cant whistle
26,0,obesity
27,1,I’m curious what was your favorite part of yesterday?
28,0,so you're from brisbane?
29,1,Me: Yeah I’m not actually going to San Diego LOL
30,1,If you have to get lube or use your spit and get yourself wet down there
31,1,Natalie Natalie Natalie
32,1,I could just tell you liked to dress up and ride ponies. Am I good or what
33,1,Hmm my guess is 4’11 with 6’11 energy
34,0,The David Dobrik one?
35,0,he looks pretty cosy in his scarf
36,1,Gimme your number for ease?
37,0,are you drunk or something?
38,1,It’s alright we can just practice then
39,0,have you heard of symphonic metal? a friend of mine likes it...
40,0,i heard jack white was on it
41,0,i have to be really careful now because i talked about siberia and she thought that was a country
42,0,haha yeah he's made so many cool records
43,1, your eyes are like shining stars i could get lost in them forever 
44,0,wbu?
45,1,Your such a turn on;)
46,0,hence the ai thing
47,1,Or when you're bent over my bed
48,1,What’s your best pickup line
49,1,"cool, what's your band's name"
50,1,"haha he's killer
it's not actual croquet altho we did watch a few rounds, it's more of a festival with food trucks and some croquet lawns"
51,1,"T-shirt and jeans, bare feet, red pedicure."
52,0,Who should we kill
53,0,Hey we have a lot in common
54,0,idk
55,1,❤️❤️❤️
56,1,I wish I could take you with me to paradise.
57,1,your last photo is very enlightening
58,1,"Turn over, Ima eat your ass."
59,1,Let’s go halves on a baby
60,1,I wish I could work alongside you and take breaks to steal kisses when no one is looking.
61,1,Can you imagine my hands gliding across your skin?
62,0,or a dipshit
63,1,I want to fill you up and make you scream ;)
64,1,Great.. ;)
65,1," I would feel much better if I could spend some time with you, and see that beautiful smile of yours    "
66,0,I usually watch the american one but I've been getting into the international recently. Show got killed a little bit for me when I learned it was fake though
67,0,?*
68,1,Hey 😉
69,0,nah volunteering
70,0,nah i'm doing a science degree
71,0,It just gets so tiring 😞
72,1,I could use a pick-me-up from a gorgeous someone like you.
73,1,Well hmu with ur snap and one day it’ll work out
74,0,do you live in st kilda?
75,0,Even if we can’t do it all 2 4 lokos and Chuck E. Cheese sounds like a win to me
76,1,Hey.
77,0,"in storage i think, but it exists"
78,1,I started eating you out very gently
79,0,data projectors live to spite humans
80,0,so not fair! which uni do you go to?
81,0,"gambling is such a downward spiral, it's a mental illness"
82,0,you like maths then
83,0,"i went through all of that after year 12 as well, except with umat"
84,1,San Diego? Hmm
85,0,Witch
86,1,You can move the panties to the side
87,0,"yep that was when she was younger, she's fatter and more demented now"
88,1,well it took long enough lol
89,1,I see that UW dorm bed lol which dorm did u stay in?
90,0,I aspire to break into the industry some day
91,0,Haha no she hasn’t made one yet either
92,1,cool pineapple 🍍
93,1,How u feel baby girl;)
94,1,Ah it's great. I want fuck your mouth for a bit ;) As you look into my eyes.
95,1,Bought to start spin class… Ttyl :*
96,0,fuck that's a lot of red wine
97,1,Ramming my cunt with this candle like a sex freak
98,0,"the ptero/pegasus line is odd, FYI"
99,1,I would love to fuck you with your toys
100,1,favourite thing from maccas?
101,1,Maybe just a little 🙂
102,0,Marvins room hrs
103,0,I suck at smash but what makes you think you stand a chance at jeopardy
104,0,"Okay! What's your field? Could it be toxicology. I hope not 🥲💩. 

I'm working full time. No concrete plans to go back to school for a while. Working at a Service Desk for an insurance company"
105,1,Ok now your turn
